,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Total Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Sale Price Cat,Porch Area,Full Bathrooms,Half Bathrooms,Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished,Kitchen Quality Num,School_Name,School_Index,Comprehensive_Decision,Targeted_Decision,Growth,Percent Proficient,Percent_Male,Percent_Female,Percent_EL,Percent_FRL,Percent_IEP,Percent_Asian,Percent_Black,Percent_PacIs,Percent_Hispanic,Percent_Multi,Percent_NatAm,Percent_White,Percent_Foster_Care,Percent_Military_Connected,Percent_Migrant,Percent_Homeless,sch_Edwards,sch_Fellows,sch_Gilbert,sch_Meeker,sch_Mitchell,sch_Sawyer
39,1-STORY 1946 & NEWER,80,10386,Level,College Creek,Normal,8,5,2004,246,1464,536,2000,0,2000,3,Good,8,0,Finished,3,Normal Sale,305900,215K or more,168,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
40,1-STORY 1946 & NEWER,70,9135,Level,College Creek,Normal,7,5,2002,113,810,726,1536,0,1536,3,Good,7,0,Rough Finished,2,Normal Sale,214000,165K up to 215K,266,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
41,1-STORY 1946 & NEWER,105,11249,Level,College Creek,Normal,6,5,1995,0,334,322,1200,0,1200,3,Good,6,0,Rough Finished,2,Normal Sale,177500,165K up to 215K,26,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
42,2-STORY 1946 & NEWER,65,8200,Level,College Creek,Normal,7,5,2003,0,0,847,847,1081,1928,4,Good,8,1,Finished,2,Normal Sale,219500,215K or more,148,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
43,SPLIT FOYER,57,8846,Level,College Creek,Normal,5,5,1996,0,298,572,914,0,914,2,Average,5,0,Unfinished,2,Normal Sale,148000,132K up to 165K,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
44,2-STORY 1946 & NEWER,79,9245,Level,College Creek,Normal,7,5,2006,0,0,939,939,858,1797,3,Good,8,0,Rough Finished,2,Normal Sale,213500,165K up to 215K,197,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
45,1-STORY 1946 & NEWER,93,9382,Level,College Creek,Normal,7,5,1999,125,0,1468,1479,0,1479,3,Good,6,0,Rough Finished,2,Normal Sale,191000,165K up to 215K,145,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
46,1-STORY 1946 & NEWER,60,7200,Depression,College Creek,Normal,5,5,1972,0,777,117,894,0,894,2,Average,6,0,Rough Finished,2,Normal Sale,123000,Less than 132K,215,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
47,1-STORY 1946 & NEWER,65,8767,Level,College Creek,Normal,7,5,2005,0,24,1286,1310,0,1310,3,Good,6,1,Finished,2,Home was not completed when last assessed (associated with New Homes),164990,132K up to 165K,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
48,1-STORY 1946 & NEWER,64,6762,Level,College Creek,Normal,7,5,2007,108,664,544,1208,0,1208,2,Good,6,0,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),195400,165K up to 215K,159,3,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
49,2-STORY 1946 & NEWER,43,10667,Level,College Creek,Near Pos Feature,7,6,1996,0,385,70,827,834,1661,3,Good,6,1,Rough Finished,2,Normal Sale,212000,165K up to 215K,219,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
50,2-STORY 1946 & NEWER,70,8750,Level,College Creek,Normal,7,5,1994,0,642,273,933,975,1908,4,Good,8,1,Unfinished,2,Normal Sale,210000,165K up to 215K,277,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
51,1-STORY 1946 & NEWER,60,8430,Hillside,College Creek,Normal,5,5,1978,136,616,424,1040,0,1040,3,Average,5,0,No Garage,0,Normal Sale,124000,Less than 132K,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
52,1-STORY 1946 & NEWER,75,13125,Level,College Creek,Normal,6,5,1997,215,994,484,1493,0,1493,3,Good,7,1,Finished,2,Normal Sale,208900,165K up to 215K,179,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
53,1-STORY 1946 & NEWER,79,10637,Level,College Creek,Normal,8,5,2007,336,1288,417,1718,0,1718,3,Good,7,1,Rough Finished,3,Normal Sale,297000,215K or more,252,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
54,2-STORY 1946 & NEWER,0,9531,Level,College Creek,Normal,6,5,1998,0,706,88,882,914,1796,3,Average,7,0,Rough Finished,2,Normal Sale,211000,165K up to 215K,36,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
55,2-STORY 1946 & NEWER,57,8924,Level,College Creek,Normal,7,5,1998,0,0,880,880,844,1724,3,Good,8,0,Finished,2,Normal Sale,188000,165K up to 215K,275,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
56,1-STORY 1946 & NEWER,0,11423,Level,College Creek,Normal,8,5,2001,479,1358,223,1601,0,1601,3,Good,6,1,Rough Finished,2,Normal Sale,272000,215K or more,180,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
57,2-STORY 1946 & NEWER,64,8320,Level,College Creek,Normal,7,5,2004,0,490,280,770,812,1582,3,Good,6,0,Rough Finished,2,Normal Sale,185900,165K up to 215K,45,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
58,1-STORY PUD,0,4435,Level,College Creek,Normal,6,5,2003,170,685,163,848,0,848,1,Good,4,0,Finished,2,Normal Sale,140000,132K up to 165K,140,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
59,1-STORY 1946 & NEWER,88,7990,Level,College Creek,Normal,5,6,1975,0,0,924,924,0,924,3,Average,5,0,Unfinished,1,Normal Sale,110000,Less than 132K,0,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
60,1-STORY 1946 & NEWER,88,12803,Level,College Creek,Normal,7,5,2002,99,922,572,1494,0,1494,3,Good,6,1,Rough Finished,2,Normal Sale,221000,215K or more,228,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
61,1-STORY 1946 & NEWER,82,12464,Depression,College Creek,Normal,5,5,1996,0,732,308,1040,0,1040,3,Good,6,0,Unfinished,2,Normal Sale,152000,132K up to 165K,168,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
62,2-STORY 1946 & NEWER,0,11050,Level,College Creek,Near Pos Feature,9,5,2000,204,904,536,1476,677,2153,3,Excellent,8,2,Finished,3,Normal Sale,313000,215K or more,395,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
63,2-STORY 1946 & NEWER,0,11885,Level,College Creek,Normal,8,5,2001,108,990,309,1299,573,1872,3,Excellent,7,1,Rough Finished,2,Normal Sale,261500,215K or more,282,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
64,2-STORY 1946 & NEWER,70,8750,Level,College Creek,Normal,7,5,1996,0,0,880,909,807,1716,2,Good,7,1,Rough Finished,2,Normal Sale,191000,165K up to 215K,120,2,1,2.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
65,2-STORY 1946 & NEWER,64,8633,Level,College Creek,Normal,6,5,2005,0,193,545,738,738,1476,3,Good,7,0,Finished,2,Normal Sale,173500,165K up to 215K,135,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
66,1-STORY 1946 & NEWER,90,11248,Level,College Creek,Normal,9,5,2002,215,1059,567,1668,0,1668,3,Good,7,1,Finished,3,Normal Sale,285000,215K or more,302,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
67,1-STORY PUD,0,4426,Level,College Creek,Normal,6,5,2004,147,697,151,848,0,848,1,Good,3,1,Rough Finished,2,Normal Sale,141000,132K up to 165K,149,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
68,1-STORY 1946 & NEWER,70,8400,Level,College Creek,Normal,7,5,2004,109,712,761,1484,0,1484,3,Good,7,0,Rough Finished,2,Normal Sale,213000,165K up to 215K,179,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
69,1-STORY 1946 & NEWER,69,9920,Level,College Creek,Normal,5,6,1969,0,523,448,971,0,971,3,Average,5,1,Unfinished,1,Normal Sale,128500,Less than 132K,0,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
70,1-STORY PUD,0,4426,Level,College Creek,Normal,6,5,2004,169,662,186,848,0,848,1,Good,3,0,Rough Finished,2,Normal Sale,143000,132K up to 165K,160,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
71,1-STORY 1946 & NEWER,64,7314,Level,College Creek,Normal,7,5,2007,82,724,508,1232,0,1232,2,Good,6,0,Rough Finished,2,Normal Sale,194500,165K up to 215K,132,3,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
72,2-STORY 1946 & NEWER,75,11404,Level,College Creek,Normal,7,5,1998,202,252,901,1153,878,2031,3,Good,8,1,Finished,2,Normal Sale,222500,215K or more,276,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
73,2-STORY 1946 & NEWER,65,9313,Level,College Creek,Normal,7,5,2004,0,0,864,864,864,1728,3,Good,7,0,Rough Finished,2,Normal Sale,190000,165K up to 215K,243,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
74,1-STORY 1946 & NEWER,79,9236,Level,College Creek,Normal,6,5,1997,0,1200,279,1494,0,1494,3,Good,6,0,Rough Finished,2,Normal Sale,217000,215K or more,195,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
75,2-STORY 1946 & NEWER,68,10769,Level,College Creek,Normal,8,5,2007,0,20,846,866,902,1768,3,Good,7,0,Rough Finished,2,Normal Sale,212000,165K up to 215K,249,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
76,1-STORY 1946 & NEWER,70,9100,Level,College Creek,Normal,7,5,2004,0,24,1836,1836,0,1836,3,Good,8,1,Finished,2,Normal Sale,216837,215K or more,153,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
77,1-STORY 1946 & NEWER,86,11210,Level,College Creek,Normal,7,5,2005,240,20,1594,1614,0,1614,3,Good,7,0,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),221500,215K or more,203,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
78,1-STORY 1946 & NEWER,67,16285,Level,College Creek,Normal,7,5,2001,0,0,1413,1430,0,1430,3,Good,6,0,Rough Finished,2,Normal Sale,187100,165K up to 215K,33,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
79,2-STORY 1946 & NEWER,63,8199,Level,College Creek,Normal,7,5,2005,0,648,80,728,728,1456,3,Good,7,1,Finished,2,Normal Sale,189000,165K up to 215K,54,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
80,1-STORY PUD,0,4438,Level,College Creek,Normal,6,5,2004,169,662,186,848,0,848,1,Good,4,1,Finished,2,Normal Sale,144500,132K up to 165K,140,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
81,1-STORY 1946 & NEWER,48,12137,Level,College Creek,Normal,7,5,1998,442,0,1649,1661,0,1661,3,Good,6,0,Rough Finished,2,Normal Sale,224900,215K or more,34,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Edwards,45.23,0,1,31,64.13,46.9,53.1,8.4,37.7,14.9,8.1,12.3,0.3,8.6,7.1,0,63.6,0.5,0,0,3.7,1,0,0,0,0,0
